RGI60-11.00541_both.mp4 ,https://universe.uibk.ac.at/s/3zeNyzNpwM7fGWF
RGI60-11.00562_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/yxzyKnFFqoKykaf
RGI60-11.00562_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/jrzs3tyRgQeWoSd
RGI60-11.00562_both.mp4 ,https://universe.uibk.ac.at/s/m77JJDBFtHeoaep
RGI60-11.00593_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/5Jo9ywx5rBAdsEW
RGI60-11.00593_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/oejcCtJM35FmFZX
RGI60-11.00593_both.mp4 ,https://universe.uibk.ac.at/s/7BamNKBtMYTEqHq
RGI60-11.00597_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/a7WgFTfz4koyxxw
RGI60-11.00597_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/ioaK5kqF666pP7d
RGI60-11.00597_both.mp4 ,https://universe.uibk.ac.at/s/2pjamz7jKfk4AMs
RGI60-11.00666_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/Hmnrkz6Gj6XzmDx
RGI60-11.00666_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/745y2NToDadEm3S
RGI60-11.00666_both.mp4 ,https://universe.uibk.ac.at/s/yt3HZkf7iXsoH77
RGI60-11.00687_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/eHS3NFBbaHESFZE
RGI60-11.00687_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/6itesaRbA3xdFSS
RGI60-11.00687_both.mp4 ,https://universe.uibk.ac.at/s/AK5yJPwsGgrpaq7
RGI60-11.00719_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/8Fi6HCmiDbQ3H9R
RGI60-11.00719_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/DaYotPdDey3iXci
RGI60-11.00719_both.mp4 ,https://universe.uibk.ac.at/s/eipnXJTbL5r78ZF
RGI60-11.00746_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/Miz73bF5rBW8kSc
RGI60-11.00746_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/xn6Ybo3RB4aLZLy
RGI60-11.00746_both.mp4 ,https://universe.uibk.ac.at/s/R4LyqDkMafwbanH
RGI60-11.00804_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/fCeQRA2QXZbMCwi
RGI60-11.00804_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/Z9pQ7c5sBaeSLZs
RGI60-11.00804_both.mp4 ,https://universe.uibk.ac.at/s/R6jTwwbWR3p53tG
RGI60-11.00836_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/ZDREy6s3yLFaSCq
RGI60-11.00836_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/P79cgfrD6TwX3gK
RGI60-11.00836_both.mp4 ,https://universe.uibk.ac.at/s/ppcTiBCkxkXGpNY
RGI60-11.00843_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/nWWD6T4afnb6HZC
RGI60-11.00843_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/QKtZjckcMcEgpMZ
RGI60-11.00843_both.mp4 ,https://universe.uibk.ac.at/s/MgjNsyaDS4PPfyi
RGI60-11.00846_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/rSGsiyw43ECwdiz
RGI60-11.00846_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/q9jamrapZjtsxG9
RGI60-11.00846_both.mp4 ,https://universe.uibk.ac.at/s/xSCyTiJJC7mfsDB
RGI60-11.00871_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/EYAn8pqRLjqXoYw
RGI60-11.00871_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/AgHJ2npHYk7ZmGZ
RGI60-11.00871_both.mp4 ,https://universe.uibk.ac.at/s/W28TWdTix3YFAkb
RGI60-11.00886_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/bNAtCayk3z8PPge
RGI60-11.00886_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/kMjDRPEKfYgxBrc
RGI60-11.00886_both.mp4 ,https://universe.uibk.ac.at/s/DPEQTifMcbYCoH6
RGI60-11.00887_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/5kkLbT2yTFMoXwp
RGI60-11.00887_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/mbQA568jHEaTBiS
RGI60-11.00887_both.mp4 ,https://universe.uibk.ac.at/s/LSByyfLY4kdyjxF
RGI60-11.00897_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/BKwomQ3TLKTsMjp
RGI60-11.00897_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/3ioxs2D53ZsxtXn
RGI60-11.00897_both.mp4 ,https://universe.uibk.ac.at/s/YAkqmrNYeSG4oWq
RGI60-11.01144_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/MLaCRFBEM6yRtff
RGI60-11.01144_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/xw6CHzBQyrLPoJp
RGI60-11.01144_both.mp4 ,https://universe.uibk.ac.at/s/THCKPyQFcxkTadS
RGI60-11.01238_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/Dx3N2gNbNj4MxeL
RGI60-11.01238_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/Wsexf23jYm3JjEH
RGI60-11.01238_both.mp4 ,https://universe.uibk.ac.at/s/GJJPXxYzGT5ajip
RGI60-11.01431_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/iSLMXTpiXgbbnqL
RGI60-11.01431_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/7er6SKPMnT85X8c
RGI60-11.01431_both.mp4 ,https://universe.uibk.ac.at/s/tDM8jagYpS4nL3R
RGI60-11.01450_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/E7WGPCCgtqeaGwr
RGI60-11.01450_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/xyJtp6k3ToytmX3
RGI60-11.01450_both.mp4 ,https://universe.uibk.ac.at/s/xmYpmHzm5sp4JkC
RGI60-11.01478_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/n4wHCE78pSz59DY
RGI60-11.01478_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/eFeH9oq2RTXF4mS
RGI60-11.01478_both.mp4 ,https://universe.uibk.ac.at/s/agsimJCQkzHSmTB
RGI60-11.01509_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/oJjNSps8foTq5Nf
RGI60-11.01509_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/iLS97bsHyX8Ryfr
RGI60-11.01509_both.mp4 ,https://universe.uibk.ac.at/s/Xc8dtgCw9CrHgyS
RGI60-11.01556_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/ZReTs7bC4wmkCfs
RGI60-11.01556_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/J4Mx5QobNibDMfp
RGI60-11.01556_both.mp4 ,https://universe.uibk.ac.at/s/LrgMerzkpSMKjsS
RGI60-11.01565_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/RiqZqxbDKoT6dH5
RGI60-11.01565_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/N9GXBwXNJ843TGj
RGI60-11.01565_both.mp4 ,https://universe.uibk.ac.at/s/2cdAZfFyyT88P6P
RGI60-11.01570_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/Mg8ceR8WtEDaPtK
RGI60-11.01570_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/cWW7kbNQXeQfwpe
RGI60-11.01570_both.mp4 ,https://universe.uibk.ac.at/s/mMmZCKZRb8G9gGB
RGI60-11.01622_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/rk7dD7ry34bro8a
RGI60-11.01622_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/AbCX7AmbPKMgJrj
RGI60-11.01622_both.mp4 ,https://universe.uibk.ac.at/s/ieSYKEZMjzjmRzC
RGI60-11.01702_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/NQ8j2kYp3zjZwdg
RGI60-11.01702_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/AAa7KSS5XjtA7Ca
RGI60-11.01702_both.mp4 ,https://universe.uibk.ac.at/s/46pR73mNKRCFY6s
RGI60-11.01797_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/ErjyPjn9sXQMdyF
RGI60-11.01797_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/e32iegmjbeK47rZ
RGI60-11.01797_both.mp4 ,https://universe.uibk.ac.at/s/YjcmNaTYYMPJGWz
RGI60-11.01834_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/nQWqMamcHKEenWS
RGI60-11.01834_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/mMBEtD96Mfcqawt
RGI60-11.01834_both.mp4 ,https://universe.uibk.ac.at/s/54cprG4rnfQpTB4
RGI60-11.01863_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/H5YRXim6bnAisYn
RGI60-11.01863_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/mW9YxET53NdFTCz
RGI60-11.01863_both.mp4 ,https://universe.uibk.ac.at/s/R4mBEZ9CfqMARyW
RGI60-11.01946_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/aKWDGezoYfb39RB
RGI60-11.01946_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/2c6LFosNoSbMHok
RGI60-11.01946_both.mp4 ,https://universe.uibk.ac.at/s/Y9Xjb5ysTPAB6N2
RGI60-11.01974_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/9XGjw3mENSda3Ps
RGI60-11.01974_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/Dz6CXZGDwan3X5x
RGI60-11.01974_both.mp4 ,https://universe.uibk.ac.at/s/jg2E7pwNX62ppns
RGI60-11.02051_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/7oomg8H4s3Yjj9b
RGI60-11.02051_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/xW2wjSGBnAcPtXy
RGI60-11.02051_both.mp4 ,https://universe.uibk.ac.at/s/NHR6QLMCD7cHcXp
RGI60-11.02144_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/xxg2ir5sBgbozPS
RGI60-11.02144_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/tfriKcX5kCWBy6N
RGI60-11.02144_both.mp4 ,https://universe.uibk.ac.at/s/ofLFKZTtYeXGCeW
RGI60-11.02172_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/wBC6K7y26qskR3x
RGI60-11.02172_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/N9MLo5XwwJCGrSE
RGI60-11.02172_both.mp4 ,https://universe.uibk.ac.at/s/eAbG3qY6gmiEEqM
RGI60-11.02173_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/eGwfrfHKP9ptqmN
RGI60-11.02173_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/BBDeb2A6GaZyt7c
RGI60-11.02173_both.mp4 ,https://universe.uibk.ac.at/s/qzzrpkTZqNQCPdg
RGI60-11.02194_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/PQR9mqbrHzkoJMg
RGI60-11.02194_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/qR7m95bataieN7s
RGI60-11.02194_both.mp4 ,https://universe.uibk.ac.at/s/R3Cn2JRHzzr4f7j
RGI60-11.02351_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/RPtg4x4zSMzJYJx
RGI60-11.02351_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/XmWyqjcn8cMPwj4
RGI60-11.02351_both.mp4 ,https://universe.uibk.ac.at/s/LXYSmMZoBBFXyTN
RGI60-11.02427_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/JGiEa3Ferzmz7ob
RGI60-11.02427_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/7BGM7EFEGxQRCo2
RGI60-11.02427_both.mp4 ,https://universe.uibk.ac.at/s/GPfe3fomaNTfgHo
RGI60-11.02437_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/TRR5jcHAFYNwynA
RGI60-11.02437_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/BKSStYH2RQ3yrgw
RGI60-11.02437_both.mp4 ,https://universe.uibk.ac.at/s/yN4X5F6cXZozACj
RGI60-11.02477_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/rBytAmnZgF4mwLJ
RGI60-11.02477_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/QtwfZZ4qx3PiHfC
RGI60-11.02477_both.mp4 ,https://universe.uibk.ac.at/s/4PmqAB4swWBRq4R
RGI60-11.02490_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/x3y9ekN5niYF5BP
RGI60-11.02490_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/w2ef9N8rQZQzrQz
RGI60-11.02490_both.mp4 ,https://universe.uibk.ac.at/s/sKWtwt46FR4zqwA
RGI60-11.02507_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/pnWWReDb3HfKgzJ
RGI60-11.02507_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/RdZEn3EmtTLSzgi
RGI60-11.02507_both.mp4 ,https://universe.uibk.ac.at/s/4cyRgxFbXySNCwc
RGI60-11.02709_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/dF73CKMQQeN86P7
RGI60-11.02709_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/RW2JEj23AY2wmMp
RGI60-11.02709_both.mp4 ,https://universe.uibk.ac.at/s/LdERycDrFwrpGHt
RGI60-11.02773_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/sSwNmXPsN5LW4Ba
RGI60-11.02773_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/zJxEKAyXz5jDHgs
RGI60-11.02773_both.mp4 ,https://universe.uibk.ac.at/s/wPbgpJqfb9n3QBt
RGI60-11.02822_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/a2A3D6xCHAmSKpF
RGI60-11.02822_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/zAWm3m8e8CdBcPd
RGI60-11.02822_both.mp4 ,https://universe.uibk.ac.at/s/Rftd7bwpjNsd9YQ
RGI60-11.03246_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/po6toXDeHnk4Zws
RGI60-11.03246_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/4fr3xLcXg5eGkQo
RGI60-11.03246_both.mp4 ,https://universe.uibk.ac.at/s/WQKiX6j4iLq7Wfq
RGI60-11.03638_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/sa7jPac5886C4Zk
RGI60-11.03638_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/MkwMxgCJ2TaEr3Y
RGI60-11.03638_both.mp4 ,https://universe.uibk.ac.at/s/EqosFozkKwtnZyA
RGI60-11.03643_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/pgxSGCHEZmxpWHq
RGI60-11.03643_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/BJMyZnbmFZrr7Zi
RGI60-11.03643_both.mp4 ,https://universe.uibk.ac.at/s/b62fJaiXz582qQN
RGI60-11.03654_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/W2yMNRmHwKNcnNK
RGI60-11.03654_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/jxsqxK6Z3ACr7Eg
RGI60-11.03654_both.mp4 ,https://universe.uibk.ac.at/s/oBsTsnxNyCt2nNR
RGI60-11.03662_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/bcMpyMZFDn89wsD
RGI60-11.03662_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/6dJNn3NkNrgt475
RGI60-11.03662_both.mp4 ,https://universe.uibk.ac.at/s/PwaiYN6e893eZWx
RGI60-11.03671_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/KJLasXwyj57Fk4L
RGI60-11.03671_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/PC2ebmErboLBDtD
RGI60-11.03671_both.mp4 ,https://universe.uibk.ac.at/s/qMyB2Jj8z9ttsix
RGI60-11.03674_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/wo5fJNJ3qm8k8W8
RGI60-11.03674_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/AE2XPncEy268C95
RGI60-11.03674_both.mp4 ,https://universe.uibk.ac.at/s/jbKZC2wtYjnLPof
RGI60-11.03684_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/FxzsXHzCoDDMPyk
RGI60-11.03684_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/ixQJNwHDocc7wz2
RGI60-11.03684_both.mp4 ,https://universe.uibk.ac.at/s/dytZJJw8ti8LDJx
RGI60-11.03887_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/4BNiiqwCzYKodwb
RGI60-11.03887_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/pwRD4qeXsgfRtzy
